0.00185241,0.00256235,0.00212866,0.00208273,0.00244404,0.00242568,0.0026355,0.00209074,0.0020472,0.0015109,0.00205441,0.00197141,0.00231314,0.00310952,0.00208455,0.0025361,0.00244278,0.00177536,0.00197712,0.00205343,0.00174827,0.00225852,0.00257345,0.00184432,0.00193519,0.0020251,0.00285294,0.00205441,0.00157454,0.00148392
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00421084,0.00396055,0.00409883,0.00859981,0.00672155,0.00729328,0.00930065,0.00308794,0.0124364,0.013657,0.0125846,0.00823457,0.0165663,0.0166095,0.0190547,0.0134165,0.0134697,0.0120012,0.0181131,0.0251159,0.0117774,0.0195349,0.0164252,0.0120577,0.0098445,0.0144651,0.00787673,0.020037,0.0175247,0.0124388
0.00514457,0.00338116,0.00333485,0.00294274,0.00834402,0.00413181,0.00526067,0.00402015,0.00893873,0.00961909,0.0121824,0.00966606,0.011442,0.0113457,0.00757025,0.0133169,0.0121917,0.015572,0.0233339,0.00852577,0.0169172,0.0154453,0.0160815,0.0124481,0.00987434,0.0121842,0.0099817,0.0158692,0.0133156,0.00949375
0.0026643,0.00133424,0.00134311,0.00373917,0.00624848,0.0066717,0.00807587,0.00843305,0.00967372,0.0120138,0.00411531,0.0241614,0.0146289,0.0140734,0.0165495,0.00938107,0.0155366,0.0197327,0.00471405,0.0122803,0.0124892,0.0221618,0.0193011,0.0194277,0.0107336,0.0172606,0.00740512,0.0178475,0.00659694,0.0147582
0.00268063,0.00109378,0.00111604,0.00303575,0.00453921,0.00851069,0.00568779,0.00721594,0.00385834,0.00635448,0.00942818,0.0112811,0.0180291,0.0157418,0.0103163,0.0133728,0.0188171,0.0149521,0.0098433,0.0183674,0.0124375,0.0248609,0.0269843,0.0209795,0.0102852,0.0122774,0.011256,0.0104324,0.0275602,0.0114912
0.0041838,0.00175151,0.00282421,0.00354895,0.00283576,0.00604571,0.00547036,0.00736909,0.00535548,0.00874161,0.00976152,0.0112179,0.0126997,0.00993482,0.0232496,0.0177661,0.0323583,0.0179816,0.0190196,0.0254097,0.0182069,0.0216141,0.0324908,0.018229,0.0235586,0.0147809,0.0192903,0.0241597,0.0311317,0.0161575
0.0055909,0.00181294,0.00288743,0.00548735,0.00574132,0.00894086,0.00817424,0.0104798,0.0144019,0.00949216,0.0148678,0.00939232,0.0202525,0.0111564,0.0262611,0.0272842,0.0243651,0.0258936,0.030691,0.0245788,0.0324252,0.034288,0.0251513,0.0348357,0.0278376,0.0232397,0.0405053,0.0293764,0.0378458,0.0304834
0.00256361,0.00171517,0.00288402,0.00681694,0.00754753,0.0041521,0.00669596,0.0100255,0.00870585,0.0140189,0.0153017,0.0136663,0.0167844,0.0266636,0.0188212,0.0224968,0.0448536,0.0371545,0.0422023,0.0363172,0.046821,0.0295481,0.0352866,0.0274154,0.0258245,0.0272062,0.0248947,0.0366234,0.0362668,0.0388462
0.00537484,0.0038847,0.00613757,0.0111673,0.00722405,0.00617694,0.00872648,0.0212312,0.0103659,0.0112107,0.0259767,0.0161286,0.0110593,0.0257637,0.0175647,0.0373701,0.0522014,0.0491696,0.0483808,0.0511943,0.0456232,0.050861,0.0576655,0.0387723,0.0417444,0.0353774,0.0416864,0.0525377,0.041355,0.0458525
0.00112367,0.00106035,0.00482438,0.00485607,0.00919708,0.0041827,0.0115341,0.0143956,0.0162667,0.0126824,0.0131972,0.015692,0.0157283,0.036146,0.0331649,0.0273065,0.0249048,0.0352731,0.0464261,0.0562423,0.0709473,0.0693198,0.070318,0.0511106,0.0453112,0.052426,0.047929,0.0536351,0.0604645,0.0479613
0.00311521,0.00343909,0.0014425,0.00324482,0.00923391,0.00860904,0.0129123,0.022856,0.0145962,0.0143787,0.0242417,0.0261106,0.0264802,0.022315,0.0256188,0.0239425,0.0455353,0.03595,0.0358023,0.0584506,0.062237,0.0789171,0.0741614,0.0687397,0.0625096,0.0645735,0.092621,0.0763667,0.0864716,0.0647586
0.00219421,0.00123987,0.00664946,0.0104669,0.00799871,0.0149228,0.0143886,0.0149779,0.0199395,0.0225455,0.0284315,0.0304792,0.0221658,0.0244486,0.0300337,0.0277919,0.0416182,0.0334008,0.0386416,0.0476463,0.077672,0.0691237,0.0980484,0.0783419,0.0870758,0.0788392,0.0770765,0.0749084,0.079617,0.0585644



